log_id,qr_id,authorization_id,guest_id,guest_name,unit_id,unit_number,frontdesk_id,frontdesk_name,action_type,scanned_at,result_status,has_authorization_form,has_luggage,luggage_count,luggage_desc,companions_count,vehicle_plate_no,remarks
455,137,5656,2303,Rafael Garcia,9245,03A,305,Jasmine Cruz,CHECK_IN,2025-03-07 16:05:00,VALID,TRUE,TRUE,4,4 backpacks,4,NTZ-5236,Vehicle info recorded
456,240,6019,3104,Gab Villanueva,9273,18B,304,Daniel Ramos,CHECK_IN,2025-03-10 22:22:00,VALID,TRUE,FALSE,0,,1,,Smooth processing
457,152,5036,2743,Gab Villanueva,9069,04A,303,Rica Lopez,CHECK_IN,2025-03-04 12:06:00,VALID,TRUE,FALSE,0,,0,HGH-0212,Vehicle info recorded
458,106,5870,2762,Ana Gomez,9298,03D,305,Jasmine Cruz,CHECK_OUT,2025-03-02 0:29:00,VALID,TRUE,TRUE,1,1 box,0,YFP-2847,Vehicle info recorded
459,186,5910,2028,Mae Gomez,9080,02F,301,Maria Santos,CHECK_OUT,2025-03-05 6:47:00,VALID,TRUE,FALSE,0,,0,RWI-9843,Vehicle info recorded
460,140,5557,2189,Bea Navarro,9065,24B,304,Daniel Ramos,CHECK_OUT,2025-03-06 7:33:00,VALID,FALSE,FALSE,0,,0,,Manual review required
461,222,5642,2830,Rafael Bautista,9028,12F,304,Daniel Ramos,CHECK_IN,2025-03-03 19:12:00,VALID,TRUE,FALSE,0,,2,RDC-3904,Late arrival
462,241,5414,2067,Miguel Santos,9044,19E,301,Maria Santos,CHECK_IN,2025-03-12 8:13:00,VALID,TRUE,FALSE,0,,3,MQG-5652,No luggage
463,184,5835,3032,Liza Aquino,9077,01E,304,Daniel Ramos,CHECK_IN,2025-03-02 4:25:00,VALID,TRUE,TRUE,1,1 duffel bag,2,UEY-2889,No printed authorization form
464,214,5269,2695,Mae Ramos,9221,02F,304,Daniel Ramos,CHECK_IN,2025-03-15 5:21:00,VALID,FALSE,FALSE,0,,0,,Smooth processing
465,136,5634,3121,Mark Villanueva,9049,15C,302,Carlos Mendoza,CHECK_OUT,2025-03-05 0:11:00,VALID,TRUE,TRUE,1,1 large suitcase,0,PIY-7219,Manual review required
466,110,5745,2588,Rafael Flores,9067,15C,305,Jasmine Cruz,CHECK_OUT,2025-03-08 11:17:00,VALID,TRUE,TRUE,3,3 duffel bags,1,HWR-0214,Vehicle info recorded
467,140,6168,2818,Mark Torres,9199,15F,301,Maria Santos,CHECK_IN,2025-03-11 23:51:00,VALID,FALSE,TRUE,1,1 large suitcase,0,MYN-3651,No printed authorization form
468,187,5996,2436,Angelo Gomez,9143,15A,305,Jasmine Cruz,CHECK_IN,2025-03-12 0:39:00,VALID,TRUE,FALSE,0,,0,BZL-6730,Late arrival
469,105,5867,2553,Paolo Bautista,9043,05A,303,Rica Lopez,CHECK_IN,2025-03-08 2:55:00,EXPIRED,TRUE,TRUE,2,2 duffel bags,0,,Authorization expired
470,113,5190,2878,Carlo Mendoza,9085,07C,304,Daniel Ramos,CHECK_IN,2025-03-13 12:27:00,VALID,TRUE,FALSE,0,,0,MAR-9319,With companions
471,182,5649,2030,Kevin Garcia,9076,16C,301,Maria Santos,CHECK_OUT,2025-03-10 13:56:00,VALID,TRUE,FALSE,0,,0,UOU-9103,Late arrival
472,207,6119,2341,Rina Navarro,9111,12B,302,Carlos Mendoza,CHECK_OUT,2025-03-14 11:01:00,REVOKED,TRUE,TRUE,3,3 backpacks,0,WPU-7665,Access revoked by admin
473,190,6111,2873,Bea Lopez,9059,06D,304,Daniel Ramos,CHECK_IN,2025-03-13 21:52:00,VALID,TRUE,TRUE,4,4 duffel bags,1,ZDC-0961,Manual review required
474,239,5205,2910,Bea Chua,9017,22C,304,Daniel Ramos,CHECK_IN,2025-03-11 16:17:00,VALID,TRUE,FALSE,0,,0,ZON-6053,ID verified at desk
475,168,5542,2630,Nina Torres,9003,14A,301,Maria Santos,CHECK_IN,2025-03-09 20:28:00,VALID,TRUE,FALSE,0,,2,NHR-6396,Smooth processing
476,247,5879,2264,Rafael Bautista,9207,11E,302,Carlos Mendoza,CHECK_IN,2025-03-03 14:22:00,VALID,TRUE,TRUE,4,4 hand carrys,0,RFK-3110,Vehicle info recorded
477,102,5314,2057,Rina Sy,9041,19D,301,Maria Santos,CHECK_OUT,2025-03-04 7:17:00,NOT_FOUND,TRUE,FALSE,0,,2,RHX-6404,QR not recognized
478,121,5295,2048,Kyle Gomez,9057,15E,301,Maria Santos,CHECK_IN,2025-03-07 18:15:00,VALID,TRUE,TRUE,3,3 hand carrys,1,ANC-7136,Vehicle info recorded
479,180,5924,2330,John Mendoza,9006,06F,305,Jasmine Cruz,CHECK_OUT,2025-03-02 1:10:00,VALID,TRUE,TRUE,1,1 large suitcase,0,DGT-0808,With companions
480,155,5748,2236,Sarah Dela Cruz,9168,05B,301,Maria Santos,CHECK_OUT,2025-03-04 5:07:00,VALID,TRUE,FALSE,0,,3,ZPN-8634,With companions
481,150,5576,2805,Liza Chua,9160,06B,304,Daniel Ramos,CHECK_IN,2025-03-11 11:39:00,VALID,TRUE,FALSE,0,,0,NGS-5517,With companions
482,108,6048,2519,Kyle Flores,9151,20F,305,Jasmine Cruz,CHECK_IN,2025-03-02 0:21:00,VALID,FALSE,TRUE,2,2 backpacks,2,LEY-5105,Smooth processing
483,184,5438,2954,Kyle Lopez,9120,18A,304,Daniel Ramos,CHECK_IN,2025-03-06 3:52:00,VALID,TRUE,TRUE,1,1 box,0,YNK-5330,Manual review required
484,227,5096,2563,Nina Gomez,9064,15B,305,Jasmine Cruz,CHECK_IN,2025-03-10 1:05:00,VALID,TRUE,TRUE,1,1 laptop bag,4,,Smooth processing
485,186,5034,2143,Angelo Gomez,9213,24C,303,Rica Lopez,CHECK_IN,2025-03-09 4:51:00,VALID,TRUE,TRUE,1,1 laptop bag,4,UDL-9103,Smooth processing
486,102,5285,2216,Carlo Flores,9116,06A,302,Carlos Mendoza,CHECK_OUT,2025-03-09 17:27:00,VALID,TRUE,TRUE,1,1 backpack,0,,Smooth processing
487,177,5154,2541,Carlo Bianchi,9195,09F,302,Carlos Mendoza,CHECK_OUT,2025-03-14 14:38:00,VALID,TRUE,FALSE,0,,0,NUO-1883,Manual review required
488,225,5575,2660,Angelo Torres,9048,09C,301,Maria Santos,CHECK_IN,2025-03-06 20:22:00,VALID,TRUE,TRUE,1,1 small suitcase,0,,Smooth processing
489,155,5959,2789,Sarah Villanueva,9054,11B,305,Jasmine Cruz,CHECK_OUT,2025-03-13 0:40:00,EXPIRED,TRUE,TRUE,4,4 duffel bags,1,HLM-7983,Authorization expired
490,202,5385,2141,Paolo Flores,9085,22C,305,Jasmine Cruz,CHECK_OUT,2025-03-04 16:26:00,VALID,TRUE,TRUE,1,1 laptop bag,1,QOL-4181,No printed authorization form
491,210,5435,2309,Rafael Aquino,9221,17C,301,Maria Santos,CHECK_IN,2025-03-09 17:56:00,VALID,TRUE,FALSE,0,,0,MFT-4897,Vehicle info recorded
492,127,5103,2510,Liza Torres,9059,02A,305,Jasmine Cruz,CHECK_IN,2025-03-02 19:57:00,VALID,TRUE,FALSE,0,,0,MDH-4732,Late arrival
493,188,5590,2590,Juan Gomez,9095,17F,305,Jasmine Cruz,CHECK_IN,2025-03-08 6:44:00,EXPIRED,TRUE,TRUE,1,1 large suitcase,4,,Authorization expired
494,103,5972,2877,Carlo Dela Cruz,9091,09A,302,Carlos Mendoza,CHECK_OUT,2025-03-01 13:18:00,VALID,FALSE,FALSE,0,,0,,No luggage
495,111,5036,3162,Mae Torres,9269,17B,302,Carlos Mendoza,CHECK_OUT,2025-03-03 14:36:00,VALID,TRUE,TRUE,3,3 boxs,4,OAL-4589,Manual review required
496,128,5553,3064,Juan Tan,9211,08F,302,Carlos Mendoza,CHECK_IN,2025-03-02 0:52:00,VALID,TRUE,FALSE,0,,0,GMU-1487,With companions
497,167,5715,2679,Rafael Chua,9214,09C,302,Carlos Mendoza,CHECK_IN,2025-03-13 4:01:00,VALID,FALSE,TRUE,4,4 boxs,0,JDA-7272,ID verified at desk
498,242,5334,2622,Angelo Mendoza,9034,10A,304,Daniel Ramos,CHECK_IN,2025-03-07 18:33:00,VALID,TRUE,TRUE,1,1 laptop bag,0,BIE-5488,With companions
499,122,5555,2293,Sarah Flores,9300,03C,302,Carlos Mendoza,CHECK_IN,2025-03-09 9:40:00,VALID,TRUE,TRUE,4,4 small suitcases,0,TJF-9659,With companions
500,151,5513,2278,Nina Sy,9103,10C,301,Maria Santos,CHECK_IN,2025-03-11 19:51:00,VALID,TRUE,FALSE,0,,0,,Manual review required
501,180,6032,2733,Trisha Ramos,9219,15D,304,Daniel Ramos,CHECK_IN,2025-03-14 1:14:00,VALID,TRUE,TRUE,2,2 boxs,0,SQL-2989,ID verified at desk
502,113,5805,2258,Rafael Dela Cruz,9237,25E,304,Daniel Ramos,CHECK_OUT,2025-03-03 6:14:00,VALID,FALSE,FALSE,0,,1,SPW-5019,Smooth processing
503,152,6058,2296,Gab Villanueva,9070,08F,302,Carlos Mendoza,CHECK_IN,2025-03-08 9:47:00,VALID,FALSE,FALSE,0,,0,,No luggage
504,100,5314,2248,Bea Gomez,9127,07A,304,Daniel Ramos,CHECK_IN,2025-03-12 20:14:00,VALID,TRUE,TRUE,4,4 laptop bags,0,RIT-7916,With companions
505,105,5379,2291,Miguel Bautista,9262,24F,305,Jasmine Cruz,CHECK_IN,2025-03-12 6:23:00,VALID,TRUE,FALSE,0,,0,MMW-1766,With companions
506,107,5581,2937,Liza Chua,9200,01E,303,Rica Lopez,CHECK_IN,2025-03-11 10:44:00,VALID,FALSE,FALSE,0,,0,IAF-5883,No printed authorization form
507,234,5800,3051,Mark Bautista,9078,12F,305,Jasmine Cruz,CHECK_IN,2025-03-04 12:28:00,VALID,TRUE,TRUE,4,4 small suitcases,0,MPT-2988,ID verified at desk
508,133,5664,3190,Jasmine Chua,9207,03A,301,Maria Santos,CHECK_OUT,2025-03-04 22:55:00,VALID,TRUE,TRUE,4,4 backpacks,0,ZXZ-3126,Vehicle info recorded
509,116,5127,2513,Liza Reyes,9038,15C,305,Jasmine Cruz,CHECK_OUT,2025-03-02 0:05:00,EXPIRED,TRUE,FALSE,0,,0,SRG-3477,Authorization expired
510,173,5462,2413,John Flores,9271,07A,305,Jasmine Cruz,CHECK_IN,2025-03-03 12:32:00,VALID,FALSE,FALSE,0,,0,RCK-2873,Late arrival
511,246,5971,3026,Jasmine Ramos,9287,05A,304,Daniel Ramos,CHECK_IN,2025-03-09 21:24:00,EXPIRED,TRUE,TRUE,3,3 small suitcases,2,,Authorization expired
512,238,5678,2047,Miguel Mendoza,9129,13F,303,Rica Lopez,CHECK_IN,2025-03-04 22:12:00,REVOKED,TRUE,FALSE,0,,0,QJM-9081,Access revoked by admin
513,249,5965,2539,Juan Reyes,9174,14C,302,Carlos Mendoza,CHECK_IN,2025-03-02 16:26:00,VALID,TRUE,FALSE,0,,0,BHP-1990,No printed authorization form
514,118,5853,2166,Gab Villanueva,9067,09F,301,Maria Santos,CHECK_IN,2025-03-12 15:12:00,VALID,TRUE,TRUE,3,3 hand carrys,0,ABA-3896,Smooth processing
515,241,5988,2107,Rafael Navarro,9065,14F,304,Daniel Ramos,CHECK_IN,2025-03-03 23:07:00,VALID,FALSE,FALSE,0,,0,,Vehicle info recorded
516,114,5488,2476,Mark Chua,9006,08D,305,Jasmine Cruz,CHECK_IN,2025-03-01 16:08:00,EXPIRED,TRUE,TRUE,1,1 large suitcase,0,KLT-3429,Authorization expired
517,201,5981,2251,Mark Lim,9129,18B,304,Daniel Ramos,CHECK_OUT,2025-03-09 10:56:00,EXPIRED,FALSE,TRUE,3,3 backpacks,0,UHQ-4588,Authorization expired
518,126,5111,2710,Nina Bianchi,9249,09A,302,Carlos Mendoza,CHECK_OUT,2025-03-13 4:31:00,VALID,TRUE,TRUE,3,3 duffel bags,0,,Late arrival
519,212,5930,2234,Juan Villanueva,9018,09C,305,Jasmine Cruz,CHECK_IN,2025-03-03 6:08:00,VALID,FALSE,TRUE,1,1 hand carry,0,HGM-2680,ID verified at desk
520,108,6110,2713,Juan Bianchi,9173,09E,302,Carlos Mendoza,CHECK_OUT,2025-03-09 2:12:00,VALID,TRUE,FALSE,0,,0,YBZ-1864,Manual review required
521,208,6173,3164,Bea Santos,9084,13D,302,Carlos Mendoza,CHECK_IN,2025-03-01 16:17:00,VALID,TRUE,TRUE,2,2 hand carrys,0,MBT-4544,Smooth processing
522,131,5629,3165,Carlo Santos,9092,15D,301,Maria Santos,CHECK_IN,2025-03-11 22:44:00,VALID,TRUE,FALSE,0,,0,SCI-9851,Manual review required
523,146,5529,2566,Paolo Villanueva,9066,08F,302,Carlos Mendoza,CHECK_IN,2025-03-02 11:04:00,VALID,TRUE,TRUE,4,4 boxs,2,,ID verified at desk
524,165,5034,2724,Gab Reyes,9121,12A,301,Maria Santos,CHECK_IN,2025-03-03 21:48:00,VALID,TRUE,TRUE,3,3 hand carrys,0,UNJ-2059,No printed authorization form
525,185,5836,2768,Angelo Mendoza,9016,06C,301,Maria Santos,CHECK_IN,2025-03-04 17:57:00,EXPIRED,TRUE,FALSE,0,,0,YXQ-9536,Authorization expired
526,249,5067,2308,Rafael Lim,9040,08E,305,Jasmine Cruz,CHECK_OUT,2025-03-13 19:24:00,VALID,TRUE,TRUE,1,1 box,0,OKI-3943,No printed authorization form
527,162,5742,2473,Trisha Lopez,9060,23B,304,Daniel Ramos,CHECK_OUT,2025-03-10 15:52:00,VALID,TRUE,TRUE,3,3 duffel bags,0,,Vehicle info recorded
528,158,6167,2257,Gab Torres,9209,22E,302,Carlos Mendoza,CHECK_OUT,2025-03-07 20:40:00,VALID,TRUE,TRUE,2,2 boxs,0,GFO-0216,ID verified at desk
529,241,5963,2207,Kevin Reyes,9221,01F,302,Carlos Mendoza,CHECK_OUT,2025-03-04 8:17:00,VALID,TRUE,TRUE,4,4 backpacks,2,DKK-9991,Smooth processing
530,118,5727,2920,Nina Garcia,9224,10D,302,Carlos Mendoza,CHECK_OUT,2025-03-14 17:58:00,EXPIRED,FALSE,TRUE,1,1 box,0,OMK-7289,Authorization expired
531,171,5199,2476,Mae Villanueva,9175,02E,305,Jasmine Cruz,CHECK_OUT,2025-03-14 12:39:00,VALID,FALSE,TRUE,4,4 backpacks,0,BXX-3684,No printed authorization form
532,125,5712,2584,John Gomez,9148,09D,304,Daniel Ramos,CHECK_IN,2025-03-05 4:28:00,VALID,FALSE,FALSE,0,,0,VIE-1388,With companions
533,107,5082,3106,Gab Cruz,9004,16A,303,Rica Lopez,CHECK_IN,2025-03-14 7:55:00,VALID,TRUE,TRUE,4,4 backpacks,0,DON-7412,ID verified at desk
534,129,5725,2162,Miguel Lim,9168,06E,303,Rica Lopez,CHECK_IN,2025-03-13 0:04:00,VALID,TRUE,FALSE,0,,0,,No luggage
535,233,5651,2390,Gab Reyes,9005,08B,305,Jasmine Cruz,CHECK_IN,2025-03-06 8:15:00,VALID,TRUE,TRUE,2,2 duffel bags,0,,No luggage
536,232,5439,2007,Nina Lim,9252,18E,302,Carlos Mendoza,CHECK_OUT,2025-03-02 5:11:00,VALID,TRUE,TRUE,2,2 duffel bags,2,HJV-7769,No printed authorization form
537,239,5986,2606,Liza Torres,9058,25C,304,Daniel Ramos,CHECK_OUT,2025-03-08 17:42:00,VALID,TRUE,TRUE,3,3 duffel bags,4,YPZ-7963,Smooth processing
538,174,5549,3040,Sarah Flores,9032,18C,303,Rica Lopez,CHECK_OUT,2025-03-10 16:35:00,VALID,TRUE,TRUE,1,1 backpack,0,,Smooth processing
539,178,5917,2840,Miguel Chua,9086,18B,301,Maria Santos,CHECK_OUT,2025-03-15 6:56:00,VALID,TRUE,TRUE,1,1 hand carry,0,KLY-8108,Late arrival
540,192,6097,2407,John Sy,9203,23B,303,Rica Lopez,CHECK_OUT,2025-03-09 20:11:00,VALID,TRUE,FALSE,0,,0,,Smooth processing
541,234,5210,3028,Rafael Villanueva,9022,06C,303,Rica Lopez,CHECK_IN,2025-03-06 23:03:00,VALID,TRUE,FALSE,0,,0,XIC-1186,Smooth processing
542,103,6110,2311,Liza Chua,9201,07E,303,Rica Lopez,CHECK_OUT,2025-03-11 0:11:00,VALID,TRUE,TRUE,2,2 small suitcases,4,NCH-6847,ID verified at desk
543,236,6038,2501,Rafael Dela Cruz,9255,24D,303,Rica Lopez,CHECK_OUT,2025-03-03 19:08:00,VALID,TRUE,TRUE,2,2 laptop bags,0,UJK-2118,With companions
544,153,6004,2512,Mark Tan,9207,20D,305,Jasmine Cruz,CHECK_OUT,2025-03-14 5:27:00,VALID,TRUE,TRUE,4,4 backpacks,0,BKW-9960,ID verified at desk
545,153,6152,3001,Gab Villanueva,9161,21B,303,Rica Lopez,CHECK_IN,2025-03-12 7:46:00,VALID,FALSE,FALSE,0,,1,CME-0281,With companions
546,150,5897,2233,Ana Flores,9254,06F,305,Jasmine Cruz,CHECK_IN,2025-03-13 18:46:00,VALID,TRUE,TRUE,3,3 duffel bags,0,QKT-5922,ID verified at desk
547,233,5419,2761,Bea Bianchi,9129,16D,302,Carlos Mendoza,CHECK_OUT,2025-03-04 9:54:00,VALID,TRUE,TRUE,3,3 laptop bags,4,,Smooth processing
548,179,5385,2409,Liza Sy,9235,11A,301,Maria Santos,CHECK_OUT,2025-03-14 20:39:00,VALID,TRUE,FALSE,0,,1,IJN-9459,Vehicle info recorded
549,165,6150,3109,Sarah Lim,9079,04F,302,Carlos Mendoza,CHECK_IN,2025-03-07 7:35:00,VALID,TRUE,TRUE,4,4 backpacks,0,TIZ-9732,Smooth processing
550,159,5444,2188,Rina Tan,9074,06D,301,Maria Santos,CHECK_IN,2025-03-02 12:30:00,VALID,FALSE,TRUE,4,4 backpacks,1,,Vehicle info recorded
551,196,5790,2972,Jasmine Mendoza,9268,11E,301,Maria Santos,CHECK_OUT,2025-03-06 4:49:00,REVOKED,FALSE,FALSE,0,,0,ROP-4186,Access revoked by admin
552,189,5365,2052,Jasmine Garcia,9178,24D,302,Carlos Mendoza,CHECK_OUT,2025-03-05 16:18:00,VALID,TRUE,FALSE,0,,4,GAS-4515,ID verified at desk
553,228,5027,2560,Ana Santos,9246,13A,303,Rica Lopez,CHECK_IN,2025-03-02 15:15:00,REVOKED,FALSE,FALSE,0,,0,UOP-2781,Access revoked by admin
554,109,5757,2060,Rina Tan,9091,05A,304,Daniel Ramos,CHECK_OUT,2025-03-04 1:13:00,VALID,TRUE,TRUE,1,1 hand carry,0,GUT-0552,No printed authorization form
555,232,5030,2826,Nina Reyes,9034,07E,302,Carlos Mendoza,CHECK_OUT,2025-03-03 5:51:00,VALID,TRUE,FALSE,0,,0,UXA-4485,No luggage
556,187,5955,3164,Mark Chua,9238,03A,301,Maria Santos,CHECK_IN,2025-03-03 7:11:00,VALID,TRUE,FALSE,0,,0,GUL-7134,Late arrival
557,133,5636,2110,Rafael Mendoza,9092,09B,305,Jasmine Cruz,CHECK_IN,2025-03-06 11:24:00,VALID,TRUE,TRUE,3,3 backpacks,0,PLS-5587,With companions
558,109,6199,2790,Kevin Sy,9292,07F,304,Daniel Ramos,CHECK_IN,2025-03-07 21:39:00,VALID,TRUE,TRUE,3,3 small suitcases,0,,Late arrival
559,219,5535,2065,Liza Aquino,9096,16B,304,Daniel Ramos,CHECK_IN,2025-03-09 19:18:00,VALID,TRUE,FALSE,0,,1,AFN-7551,With companions
560,191,5628,2334,Trisha Sy,9096,25A,304,Daniel Ramos,CHECK_OUT,2025-03-11 17:16:00,VALID,TRUE,FALSE,0,,0,,No printed authorization form
561,186,5989,2822,Mae Reyes,9120,25E,301,Maria Santos,CHECK_IN,2025-03-07 11:06:00,REVOKED,TRUE,TRUE,2,2 backpacks,0,QGS-2250,Access revoked by admin
562,123,5634,2290,Jasmine Garcia,9203,06D,301,Maria Santos,CHECK_OUT,2025-03-05 21:26:00,EXPIRED,TRUE,TRUE,2,2 hand carrys,1,EVR-5072,Authorization expired
563,188,5205,2965,Gab Navarro,9109,16F,304,Daniel Ramos,CHECK_OUT,2025-03-06 20:34:00,VALID,TRUE,TRUE,2,2 laptop bags,0,VXN-9681,No printed authorization form
564,225,5056,2455,Rina Bautista,9121,12C,303,Rica Lopez,CHECK_IN,2025-03-01 8:52:00,VALID,TRUE,FALSE,0,,0,,Late arrival
565,111,5433,2619,Nina Lim,9174,13F,302,Carlos Mendoza,CHECK_IN,2025-03-07 19:37:00,VALID,TRUE,TRUE,3,3 laptop bags,4,DOZ-1516,Smooth processing
566,141,5654,2264,Kyle Aquino,9197,22D,301,Maria Santos,CHECK_IN,2025-03-10 11:23:00,VALID,TRUE,TRUE,1,1 box,0,QLY-7585,No luggage
567,145,5869,3089,Rafael Lim,9077,01C,305,Jasmine Cruz,CHECK_IN,2025-03-13 1:12:00,VALID,TRUE,TRUE,1,1 laptop bag,1,OLB-9546,No printed authorization form
568,175,5049,3112,Paolo Bautista,9151,12D,301,Maria Santos,CHECK_IN,2025-03-08 2:34:00,VALID,TRUE,TRUE,1,1 box,0,,No luggage
569,236,5194,2259,Kevin Villanueva,9221,09C,304,Daniel Ramos,CHECK_OUT,2025-03-06 21:18:00,EXPIRED,FALSE,FALSE,0,,0,BCK-5029,Authorization expired
570,125,5783,3050,Mark Lopez,9155,14D,301,Maria Santos,CHECK_IN,2025-03-07 4:16:00,VALID,TRUE,TRUE,4,4 small suitcases,0,JTQ-8305,Manual review required
571,155,5895,2563,John Santos,9257,22A,305,Jasmine Cruz,CHECK_IN,2025-03-05 10:59:00,VALID,TRUE,TRUE,1,1 hand carry,0,,ID verified at desk
572,218,5652,2199,Miguel Torres,9010,23C,302,Carlos Mendoza,CHECK_IN,2025-03-07 21:11:00,VALID,TRUE,TRUE,4,4 duffel bags,0,PRA-5555,Manual review required
573,138,5947,3022,Sarah Sy,9088,22D,303,Rica Lopez,CHECK_IN,2025-03-14 8:00:00,REVOKED,TRUE,FALSE,0,,2,QLJ-4577,Access revoked by admin
574,107,5320,3198,John Bianchi,9181,19D,304,Daniel Ramos,CHECK_OUT,2025-03-01 20:47:00,VALID,TRUE,FALSE,0,,0,REM-9116,Late arrival
575,154,5227,3169,Mae Bautista,9082,25F,304,Daniel Ramos,CHECK_IN,2025-03-09 8:15:00,VALID,TRUE,FALSE,0,,3,VVU-5888,Vehicle info recorded
576,157,5828,3014,Trisha Mendoza,9231,06B,304,Daniel Ramos,CHECK_IN,2025-03-13 10:54:00,VALID,TRUE,FALSE,0,,0,,Vehicle info recorded
577,207,5841,2387,Juan Bianchi,9115,05E,305,Jasmine Cruz,CHECK_IN,2025-03-03 3:58:00,VALID,TRUE,FALSE,0,,2,,Manual review required
578,123,5759,2047,Rina Navarro,9283,17B,302,Carlos Mendoza,CHECK_IN,2025-03-06 18:41:00,VALID,FALSE,FALSE,0,,3,,Smooth processing
579,152,6183,2945,Trisha Torres,9228,08B,304,Daniel Ramos,CHECK_IN,2025-03-03 20:42:00,VALID,FALSE,FALSE,0,,0,,No luggage
580,101,5067,2833,Bea Villanueva,9198,03D,303,Rica Lopez,CHECK_OUT,2025-03-13 13:27:00,VALID,TRUE,FALSE,0,,0,,Manual review required
581,115,5600,2816,Ana Ramos,9205,23E,304,Daniel Ramos,CHECK_IN,2025-03-04 3:45:00,VALID,FALSE,FALSE,0,,0,XFL-6523,Manual review required
582,153,5542,2199,Carlo Lim,9235,23D,302,Carlos Mendoza,CHECK_OUT,2025-03-09 3:01:00,VALID,TRUE,FALSE,0,,0,TBY-2284,Smooth processing
583,156,5760,3155,Jasmine Mendoza,9158,23B,305,Jasmine Cruz,CHECK_OUT,2025-03-12 3:34:00,VALID,TRUE,TRUE,2,2 large suitcases,0,IUH-0394,With companions
584,249,5025,2532,Jasmine Aquino,9265,13D,305,Jasmine Cruz,CHECK_OUT,2025-03-09 3:59:00,VALID,TRUE,TRUE,3,3 laptop bags,0,FQP-2760,No luggage
585,187,5461,2634,Sarah Torres,9077,09E,301,Maria Santos,CHECK_OUT,2025-03-09 10:41:00,VALID,TRUE,FALSE,0,,2,LVB-6158,No luggage
586,169,6134,3096,Gab Lim,9029,15E,305,Jasmine Cruz,CHECK_IN,2025-03-07 3:50:00,VALID,TRUE,FALSE,0,,0,,Manual review required
587,145,5083,2545,Gab Santos,9047,24B,301,Maria Santos,CHECK_OUT,2025-03-04 8:23:00,VALID,TRUE,TRUE,4,4 laptop bags,1,UCG-7171,Manual review required
588,150,5205,3111,Kyle Cruz,9250,10E,301,Maria Santos,CHECK_IN,2025-03-03 20:54:00,VALID,TRUE,FALSE,0,,0,YOA-4694,Manual review required
589,145,5674,3039,Angelo Aquino,9146,21C,303,Rica Lopez,CHECK_OUT,2025-03-06 23:59:00,VALID,TRUE,TRUE,4,4 small suitcases,0,PAK-8772,With companions
590,116,5885,2624,Liza Garcia,9176,21F,305,Jasmine Cruz,CHECK_OUT,2025-03-05 17:43:00,VALID,TRUE,TRUE,3,3 backpacks,0,VJT-3925,With companions
591,149,5812,2352,John Bianchi,9081,11E,304,Daniel Ramos,CHECK_OUT,2025-03-10 19:41:00,VALID,TRUE,FALSE,0,,0,JLE-4555,Manual review required
592,178,5872,3154,Rafael Flores,9003,25D,301,Maria Santos,CHECK_OUT,2025-03-09 9:07:00,VALID,TRUE,TRUE,3,3 small suitcases,0,,ID verified at desk
593,175,5765,2049,Carlo Flores,9196,11E,305,Jasmine Cruz,CHECK_OUT,2025-03-06 5:24:00,VALID,TRUE,TRUE,1,1 large suitcase,4,SPB-6734,Vehicle info recorded
594,115,5208,2115,Carlo Santos,9276,12D,303,Rica Lopez,CHECK_IN,2025-03-04 9:20:00,EXPIRED,TRUE,FALSE,0,,0,ESJ-9381,Authorization expired
595,212,5503,2672,Kyle Sy,9134,18E,303,Rica Lopez,CHECK_OUT,2025-03-04 12:42:00,VALID,TRUE,FALSE,0,,0,LYO-3257,Late arrival
596,217,5742,2683,Sarah Santos,9131,20F,301,Maria Santos,CHECK_IN,2025-03-10 16:20:00,VALID,FALSE,FALSE,0,,0,,No printed authorization form
597,104,6159,2896,Ana Aquino,9168,18D,303,Rica Lopez,CHECK_IN,2025-03-02 20:39:00,VALID,TRUE,FALSE,0,,0,ZQC-9793,No luggage
598,210,5568,2954,Trisha Tan,9170,03B,305,Jasmine Cruz,CHECK_IN,2025-03-13 8:12:00,VALID,TRUE,FALSE,0,,0,JAT-6003,No printed authorization form
599,209,5309,2531,Miguel Chua,9168,18D,302,Carlos Mendoza,CHECK_OUT,2025-03-14 9:43:00,EXPIRED,FALSE,FALSE,0,,0,,Authorization expired
600,137,5423,2632,John Gomez,9014,18E,301,Maria Santos,CHECK_OUT,2025-03-13 14:57:00,VALID,TRUE,FALSE,0,,0,GJF-6433,No printed authorization form
601,106,5282,2901,Liza Navarro,9014,15F,302,Carlos Mendoza,CHECK_IN,2025-03-11 12:01:00,VALID,TRUE,FALSE,0,,0,,With companions
602,229,6185,3058,Liza Bautista,9108,04D,305,Jasmine Cruz,CHECK_IN,2025-03-08 13:03:00,VALID,TRUE,TRUE,3,3 laptop bags,1,AAM-6615,No printed authorization form
603,179,5134,2890,Mae Torres,9044,21F,304,Daniel Ramos,CHECK_OUT,2025-03-01 16:39:00,REVOKED,TRUE,FALSE,0,,2,FSA-2822,Access revoked by admin
604,220,5080,2126,Rina Cruz,9151,12E,304,Daniel Ramos,CHECK_OUT,2025-03-10 20:57:00,VALID,FALSE,FALSE,0,,0,FLD-2073,ID verified at desk
605,203,5765,2544,Rina Lopez,9015,01C,301,Maria Santos,CHECK_OUT,2025-03-02 2:41:00,VALID,TRUE,TRUE,4,4 hand carrys,0,FDA-5316,No luggage
